IMO,MMSI
9717747,533130326
9717759,533130393
9697791,533180119
9690638,533180100
9697789,533180118
9149172,563000680
9149184,563000690
9149160,563000710
9188051,563074320
9188049,563034730
9549853,533000856
9625346,533170183
9594377,533004350
9344796,245355000
9315563,245609000
9454876,311028700
9476408,311026500
9389485,311014600
9402421,311010100
9434814,311023500
9402433,311010600
9476393,311025600
9489479,248219000
9425423,249122000
9752400,256159000
8206961,249560000
9451599,248227000
8206973,248341000
8107062,259916000
8110796,249597000
7725805,256008000
9433767,246617000
9560156,225446000
9489936,249486000
9559250,256947000
9707479,229839000
9489950,248186000
9707455,229790000
9489948,249487000
9707467,229791000
9707481,229840000
9556882,248192000
9559262,256943000
9489962,248187000
9190066,249267000
9474917,249490000
9474905,249491000
9559248,256949000
9559274,256939000
9190054,249268000
9556909,248194000
9556870,248190000
9333888,215942000
9600774,229097000
9618745,229095000
9448188,249040000
9410715,256759000
9448176,256758000
9597355,229295000
9597367,229294000
9495258,249766000
9594999,256607000
9237929,256051000
9203100,248324000
9364124,256000113
9765043,249002000
9727962,229835000
9651345,257974000
9655731,258026000
9655676,258756000
9598919,224718000
9083172,249743000
8116441,256294000
8116439,256438000
9691369,229801000
9551911,248465000
9691357,376368000
9631034,229398000
9513098,247288500
9701982,229975000
9701994,229976000
9505235,563271000
9503108,566862000
9503110,563794000
9407794,538004008
9505223,564998000
9369552,538005768
9419981,538005767
9695717,538006788
9588940,538003761
9541174,538004788
9564451,538003839
9563811,538003838
9523847,538006328
9529073,538006334
9504671,538006350
9463530,538006088
9591258,538003763
9620451,538004277
9588952,538003762
9302360,538004726
9555395,538003493
9555412,538003494
9562271,538004101
9563366,533130192
9609794,538004803
9555424,538003495
9502154,538003333
9489182,538003088
9502166,538003456
9505259,565581000
9299836,564235000
9273715,564244000
9416460,538003182
9376971,566137000
9495222,538005714
9495210,538005250
9468865,563809000
9444106,538003582
9444144,538003587
9444132,538003586
9444118,538003584
9444120,538003585
9515503,533180055
9509190,533180054
9540780,538003649
9505261,565575000
9505247,565560000
9636319,538004735
9540780,538003649
9511492,375622000
9511507,538006269
9579717,538003881
9541899,645399000
9437086,538006333
9444156,538003588
9287405,538002830
9349112,538004814
9480758,538004695
9319507,538002175
9692064,654099000
9326615,345050014
9326627,345050013
9513385,345050022
9513397,345050021
9421582,572702210
9680437,538005571
9558529,538003544
8106991,376606000
9577862,563059000
9598983,730109000
9191292,345070047
9410703,345140006
9410698,345140005
9620920,345030077
9456795,345020017
9456824,345020019
9456800,345020018
9503457,370627000
9259616,345030048
9298026,372227002
9640798,345020028
9319337,345010033
9537410,345140009
9173848,345030069
9345673,345030061
9579779,566076000
8216356,345070058
9390238,730151101
9461752,345070267
9390070,345010071
7726378,345030900
7726366,345070041
9534078,345030094
9575905,345070334
9774771,345007913
9774769,345000500
9680384,375885000
9464194,345050900
9200110,576477000
8204937,316006000
8896302,345070174
7419690,375113000
7613002,518537000
9517874,214180615
9363340,563926000
7909724,457538000
9366718,242903000
9370161,242904000
9344629,242905000
9344617,242906000
9787900,375357000
9652117,242133100
9654658,242177100
9619816,242126100
9557991,659391000
9344784,245164000
9358943,245309000
9315575,245614000
9621522,244885000
9110860,246317000
9428059,246758000
9428047,246759000
9621534,245141000
9398541,636092460
9367516,305241000
9398539,636092459
9367504,305128000
9344966,304953000
9344978,305030000
9646314,244740210
9646326,244790079
9637363,246911000
9541708,246517000
9365116,244616000
9153616,244603000
9264386,246774000
9342102,246375000
7625483,246131000
9163910,244850515
9408645,244790685
9190614,245586000
9174567,244216000
9668037,244830924
9668025,244820145
9060699,245907000
9060704,245906000
9492256,244536000
9035008,244870324
7232626,244230000
9034999,244873250
9360594,244850959
9492880,246566000
9630250,245875000
9572006,244790899
9667863,244790985
9667875,244660818
9537408,205636000
9695482,244850094
9360582,256381000
7328114,246462000
9695614,244870671
9548902,375129000
9646778,245081000
9639737,245674000
9507063,245932000
9451537,244469000
7700180,246538000
9600762,246848000
7528491,244699000
9507051,245931000
9695523,244820548
7719052,246604000
9252527,245354000
9681053,244870016
5422112,246152000
9665023,246877000
9295775,246203000
9705249,244615120
8616269,235056099
9547881,246376000
9229544,244153000
9394026,246547000
9547879,246607000
9192313,244820656
9304904,244009000
9372664,246515000
9548897,244821000
9591569,356286000
9450258,244811000
9382463,245431000
7026637,245205000
9740938,244850156
9643659,245386000
8714267,258395000
9524504,246093000
9524528,246564000
9451252,245188000
9660932,244850974
9660944,244850975
9524516,246350000
9127320,259412000
9201920,352379000
9548885,245479000
9714575,244670918
9646560,246874000
9612806,245460000
8521701,245085000
9466271,245168000
9345506,205013000
9528316,246710000
9487029,244468000
9345491,246526000
9528304,245038000
9528299,246643000
9475923,244177000
9695767,244810134
9444663,244905000
9605449,244184000
9405382,246590000
9760029,244830656
9431903,245039000
9688867,244790875
9646314,244740210
9646326,244790079
9647423,512004499
9476343,376993000
9351189,657124100
9688051,566890000
9591894,565644000
9383170,657121400
9371464,657113400
9359533,565734000
9359521,565732000
9214343,210654000
9537434,657122500
9693630,657119400
9383168,209910000
9569310,657497000
9569308,657498000
9310111,533558000
9591909,566283000
9706669,657119200
9706671,657119300
9190509,309691000
9560209,657452000
9579389,657974000
9596442,657107400
9334624,636015098
9561588,657803000
9586538,572808210
9291030,375196000
9743112,572757210
9375202,212936000
9375173,657113200
9540027,657666000
9679464,375363000
9185023,311049500
9417830,258248000
9424730,257411000
9660073,258738000
9447627,259069000
9447964,257468000
9388962,235062675
9344851,257278000
9361770,258153000
9240952,258528000
9371385,259227000
9157820,259418000
9372169,257282000
9417842,259413000
9417816,258532000
9240108,258562000
9631747,258016000
9171876,259483000
9659062,259827000
9659074,259941000
9186675,259556000
9631759,257085000
9229477,257283000
9346081,235011040
9261877,258813000
9261865,258730000
9447952,257463000
9155054,259435000
9249350,258556000
9266451,259198000
9121053,259331000
9413432,257587000
9435715,257403000
9182203,257118000
9418042,257461000
9364253,259636000
9364265,257295000
9393400,259133000
9418030,259305000
9158666,259469000
9355771,258184000
9235672,258167000
9257929,257174000
9424728,258060000
9203203,258202000
9694804,264402004
9236963,311000155
9272412,311000491
9272436,258079000
9190963,413021210
9557927,257745000
9544425,258072000
8714279,258396000
9462342,259086000
9551894,259087000
9551909,259088000
9544413,257934000
9470478,257577000
9470466,257576000
9442433,259801000
9417725,257662000
9417749,259029000
9417701,257434000
9442421,259083000
9442419,259704000
9417684,257286000
9413444,257733000
9417696,257544000
9417713,257709000
9270397,219400000
9199622,266004000
8316900,235098632
8406482,257220000
9002805,257158000
9420174,258286000
9420150,258555000
9410612,258383000
9360051,258082000
9287041,258196000
7406930,257369500
9334777,258267000
9334765,259250000
9706011,257369000
9502685,259123000
9451549,258242500
7319072,257201000
9432983,257446000
9191905,259622000
9086382,259196000
7403184,257079600
9662124,257417000
9662112,259246000
9334753,259353000
9191890,259577000
8003072,265531370
9424417,259908000
9258571,257764900
8012621,257244500
9008641,259599000
7432290,258318000
7504342,257173000
9200172,259548000
9356191,259367000
9356189,259121000
8414829,258188000
8414817,258189000
9348716,235031241
9317066,259514000
9525508,235076195
9210983,257107000
9429546,258577000
9085194,258568000
7400807,259355000
7400819,258106000
9420019,370054000
9420033,209409000
9420021,209981000
7404229,258361000
9378175,273356920
9393412,273354430
8304828,257257000
8304816,257140000
9394038,244571000
9150224,259398000
9468645,566458000
9468657,566459000
9651345,257974000
9651357,257977000
8108121,258282000
9655676,258756000
9655731,258026000
9161912,247227000
9472232,538003190
9283576,259520000
7222334,258317000
8406157,258283000
9544877,259993000
9669213,257355000
9616163,257954000
9340609,259298000
8223048,257847000
7905235,258122980
6917516,259531000
9404259,259690000
9196515,564827000
7392816,259532000
9698082,257513000
7038642,353079000
9513062,370248000
8954934,572156210
8967254,572211210
9251248,354275000
9680396,375884000
9363338,563922000
9562594,572761000
9705196,375526000
9684770,375539000
9362528,461000228
9592410,376847000
9354973,461000437
9362499,461000039
9715373,461000140
9715385,461000139
9715361,461000136
9715359,375269000
9765237,375695000
9383182,503658000
9765249,376511000
9522166,378111527
9543031,378301000
9543029,378297000
9522154,378290000
9362097,576086000
9362085,576085000
9370264,576284000
9557575,376807000
9589475,511143000
9641728,511145000
9252761,576943000
9468279,563915000
9707247,511138000
7508790,667169000
9259795,576834000
9259812,576904000
9259800,576902000
9220902,247315900
9637569,566324000
9619335,525019586
9376139,371189000
9390745,371183000
9375381,354674000
9421192,351875000
9375393,352009000
9451654,564216000
9451642,525019626
9563641,374430000
9334179,419752000
9586540,525020165
9425576,565361000
9751858,374236000
9428281,351402000
9734070,374641000
9428293,352636000
9428267,356730000
9329485,371525000
9260328,357614000
9734082,374068000
9428279,353583000
9260330,351141000
7635309,354995000
9559781,354216000
9625205,577039000
9379442,370899000
9395862,351574000
9499280,351590000
9746504,353949000
9535955,355859000
9535967,370820000
9216561,355501000
9623001,370742000
9545132,563893000
9448463,370344000
9452878,373536000
9336634,373032000
9581253,357168000
9592630,356368000
9592642,377398000
9543237,356332000
9656773,538005862
9366706,370120000
9415387,375708000
9371658,565388000
9371646,565387000
9417402,371186000
7914470,249952000
8201741,354515000
9515515,210997000
9316488,352372000
8401420,374229000
9002817,371764000
9060364,258510000
9060352,258406000
9513256,356719000
9393905,518295000
9548770,355582000
9564358,357804000
9542506,564455000
9522570,565965000
9080871,525025064
9376969,566022000
8102529,372468000
7617797,241245000
9419333,565495000
9734290,375686000
9734305,375649000
9255543,371195000
7626853,372517000
7378250,441899000
9642473,701103000
9338163,775811000
9067697,354702000
8906169,373203000
7368126,355764000
8113944,375483000
9565974,518401000
9565986,518443000
9212840,357219000
9242077,357220000
9565211,371550000
9572379,357034000
9572367,354242000
9131723,357189000
9299850,352262000
9669603,357160000
9669524,355490000
9669536,353064000
9669598,354832000
9669471,370268000
9669548,373661000
9669500,357791000
9669483,373972000
9669574,370094000
9551612,355055000
9363596,370564000
9551480,356484000
9378852,370774000
9551569,356593000
9551492,373591000
9739898,351316000
9743083,357840000
6607587,351957000
8216590,373938000
8121056,370292000
8517645,370389000
9773870,264402017
9601065,372769000
9651319,352771000
7041625,370901000
8501098,577313000
9600750,373831000
9560596,470541000
9534834,370103000
9520405,538004562
9335006,356385000
9408059,356400000
9531301,355023000
8203218,273418310
9321598,576986000
9321586,576985000
9550008,371948000
9546851,372196000
9305726,576075000
9701762,352431000
9396426,371264000
9665255,353766000
9131735,354099000
9592197,312295000
8216423,370753000
9448413,370776000
9635262,373736000
9333319,353581000
9333321,371214000
9329497,371786000
8102531,529517000
7048398,353522000
8024715,356810000
9546851,372196000
9550008,371948000
9600748,373832000
7325473,373782000
9550797,511137000
9156618,341290000
7128863,356858000
8217740,370793000
8121915,356045000
8126848,355878000
7922312,355982000
9683570,422062900
8224470,351364000
8215699,373677000
8016328,373595000
9295488,353755000
9395587,353232000
9430404,373242000
9573000,563968000
9707338,565993000
9707326,565836000
9576947,371583000
9564982,357940000
9534080,466047000
9229520,353815000
9545144,355756000
9510400,370161000
9413767,372842000
9523691,352768000
9390446,356888000
9459785,356138000
9413755,372215000
9145932,352575000
8017437,622121633
9483645,357308000
9448401,370782000
9520144,357982000
9487732,370346000
9242534,355895000
9245938,357225000
9374246,352387000
8325119,370784000
9655872,345160700
9488516,345160010
9744221,376327000
9332468,345160007
9620918,345030076
8503412,338269000
9545766,370841000
9631022,372314000
8501373,553111825
9796341,375537000
9535503,755053000
9627813,636016720
9545974,755055000
9620877,725000878
9268356,770576269
9643116,725000925
9643104,725000924
9737876,377138000
9686027,548038500
9211004,305658000
9190482,261269000
7628978,261007990
8306668,261026140
9388845,261011460
9175145,261000460
7730757,261001060
7730769,261001070
7937965,261000580
7041546,261010050
9051727,261024110
7642144,261000200
8102581,261000210
9072290,261139000
9279317,261521000
9765055,577151000
8102593,261000220
8136506,261000400
9240354,261003330
9101194,261000140
9375343,276641000
9477048,261482000
9485588,255802990
9319208,255802960
9276119,263619000
9438937,263602560
7902348,263602562
7911428,263601490
9578567,376258000
9554339,345050042
8117483,244190000
9356945,255801960
7508037,263610000
9710153,263429550
9641106,263602551
9641118,263602552
9503512,263624000
9688001,566889000
9252589,466207000
9252606,466216000
9252618,466166000
9328259,466147000
9351945,466130000
9411094,466028000
9458949,466076000
9549700,466250000
9530254,563687000
9645164,466149000
9328247,466242000
9409962,466059000
9421491,466064000
9421465,466501200
9409950,466501210
9351957,466016000
9421477,466501220
9421489,466063000
9421453,466062000
9704398,466409000
9655664,466110000
9278179,466001000
9655585,466109000
8104292,264900215
8407723,264900262
9235036,264900253
9479955,247313400
9704386,466410000
8861266,264800001
8860925,264900021
8861230,264900044
8861228,264900043
8218976,436000229
8944381,273368880
9307504,436000238
9720720,636016681
7824261,273449570
9701114,636016810
9701126,636016811
9171620,259515000
9580704,273324640
8127830,273438220
9600712,273338060
9448190,273380330
9577238,273384330
9201994,273318480
8409290,235092128
9556507,273336230
7391654,273148710
9761279,376357000
9533892,273373720
9521241,273330930
9677478,376947000
8920945,273359640
8726715,273352060
8102074,273417310
9380192,273318770
9356373,273312050
8418411,273410200
8418473,273416200
8418590,273416100
8422187,273418700
8724509,273410800
9463841,273335720
9463853,273334720
8418590,273416100
8418473,273416200
9645578,273352970
9126649,277296000
8112627,258042000
9543067,273354420
8418411,273410200
9631163,273356460
9310018,273312530
9344875,273310710
8724119,273188700
8724107,273216800
9761140,375722000
9605683,273353110
8509935,273437110
8613346,273441150
9724269,244820507
9516272,273385040
9588677,273356080
9595022,273355080
9516284,273384040
9429479,273331920
8724080,273451820
8418435,273131000
9429481,273335530
9673575,273336380
8404537,273349730
9529425,375261000
9688881,377059000
9570711,273351820
8832590,273140100
8877851,273412910
8318166,245128000
9069413,273446400
9069425,273447400
8986315,273434970
8942292,273420120
8995146,273456770
8987034,273425640
8418514,701829000
8747123,273340930
8888915,273343560
8995158,273312140
8112811,434112400
9340790,273435190
9729142,273362790
9360063,273315660
9684823,376189000
9652686,273359670
9486996,273323610
9638991,273354670
9311543,273348430
9487005,273346530
8027133,273325230
9673587,273335380
9705275,563033180
8422242,273428510
9338230,273319940
8682323,273446580
7011606,273350380
9684811,375741000
9503017,565035000
8516988,244113000
9662291,341252000
9206360,563544000
8208373,341053000
9435650,565618000
9435662,565619000
9747845,341333000
8200943,341925000
9744740,437860000
9522051,341289000
9619115,375239000
9619189,376983000
9619191,376966000
9619206,377081000
9394569,377708000
9394571,377123000
9553452,377145000
9394557,377604000
9372690,565422000
9372717,376627000
9372729,376321000
9163829,376998000
9676072,377136000
9415351,376784000
9415375,377417000
9415363,376833000
9415349,377601000
9492983,377484000
9480746,376267000
9425033,377012000
9225304,377511000
9685956,375563000
7500798,375378000
8206985,248210000
9451587,256727000
9695494,375405000
9442809,376169000
7708974,657124300
9408906,565737000
9573983,564177000
9338175,377354000
9622992,376436000
9517800,375404000
7402415,657933000
7402427,657976000
9395549,657112400
7422295,657513000
9386847,657104500
9386859,657105300
9545601,657105100
9528108,657929000
9395537,657105000
9406283,657112500
9596181,657978000
9596193,657977000
9661895,376048000
9690779,375064000
9742833,375469000
9742845,376871000
9690717,376435000
9698496,376041000
9750098,377252000
9698501,375729000
9628025,376453000
9640865,376068000
9545895,377742000
9549889,375506000
9398852,375616000
9314698,377633000
9274719,377352000
9535890,616728000
9614414,376156000
9545194,376347000
9535888,375044000
9583287,376039000
9583275,376748000
8016782,377055000
9395836,228011900
9357286,375488000
9217486,375242000
7217901,375663000
9189536,376844000
9189524,377732000
9257515,563149000
7522136,636011619
7626841,376513000
7530444,377223000
9564669,565416000
9166819,376874000
9667849,375815000
9250024,563177000
8304232,377283000
8301084,375507000
8112835,375697000
9067611,241188000
7610012,245221000
9510670,375767000
9688673,375007000
9533969,503729000
8668250,376444000
7235874,657114900
9253519,376753000
9147514,224806000
9312547,377755000
9485679,376114000
9518945,377613000
8714891,601980000
9206358,377589000
9443499,273378830
9181778,657979000
9581576,376545000
9480825,511144000
8519605,376575000
9388467,565447000
9464209,461000103
9106065,657997000
7390313,657508000
9553579,219018526
9224960,316025599
8518168,240047000
9684782,376529000
9561320,377652000
9768813,377563000
9758791,533180132
9758806,533180133
7610024,377901022
9578555,376224000
9554341,376113000
9434280,377128000
9337535,376002200
9667851,375847000
9528809,376158000
9565508,235073469
7523166,403087000
9295763,403259000
9371397,403266000
9369502,403267000
9659995,403045000
9660009,403276000
9688049,403068000
8921016,403702010
9467380,403576000
9538969,403587000
9420992,403569000
9267584,403137000
9079389,403701410
9079377,403701510
9554858,403009000
9405409,403586000
9079353,403701210
8600088,403114000
8600090,403115000
8600105,403116000
8600117,403117000
9554846,403298000
9079365,403701310
9688013,403072000
9417153,403585000
9450533,403061000
9744738,341915000
9695573,341266000
9357341,228234700
9357274,228234900
8119211,667209900
9337561,371615000
9337573,354518000
9323443,564518000
8219621,667009027
7527631,667420000
7522083,667009029
9662356,566803000
9344863,565251000
9387035,565659000
9538696,564104000
9538701,565457000
9375525,564158000
9375537,564162000
9581320,565428000
9581332,565435000
9538672,565454000
9538684,565666000
9441635,565441000
9441661,565443000
9257230,564959000
9257266,564961000
9257278,564962000
9257280,564963000
9336309,564143000
9336311,564144000
9352444,564164000
9352456,564170000
9352482,563974000
9375551,564026000
9733648,565056000
9733650,565104000
9614658,566334000
9539157,563964000
9443085,565483000
9546679,564514000
9464211,565726000
9545900,566664000
9547544,564534000
9443097,565612000
9547518,563429000
9332456,563352000
9264439,564457000
9269336,525003246
9704257,564790000
9297735,564139000
9614634,566344000
9464259,565981000
9358424,563651000
9368716,563971000
8708775,564493000
9565998,565906000
9566007,565109000
9338785,564530000
9338773,564528000
9550864,563928000
9550876,563929000
9348132,563363000
9342592,564532000
9581265,564210000
9351828,565336000
9351830,565337000
9351842,565338000
9658252,566514000
9624586,566512000
9658264,566515000
9276664,564533000
9276676,563600000
9624598,566513000
9250048,563179000
9340037,565149000
9340049,565187000
9503354,564523000
9503366,564525000
9572977,563459000
9572989,563383000
9560601,563932000
9668831,566733000
9668843,566734000
9668867,566788000
9668855,566789000
9731066,564461000
9683609,563442000
9683594,563444000
9659256,566541000
9659268,566542000
9572953,564750000
9709881,564689000
9728045,566257000
9587910,566140000
9728021,565489000
9728033,565740000
9741607,566188000
9741592,566185000
9503093,563994000
9503081,563563000
9503079,566968000
9537343,566285000
9537159,566895000
9514286,533130947
9514274,565237000
9456197,566757000
9314492,563118000
9314507,563127000
9361653,565691000
9361665,565815000
9443528,565119000
9443530,565627000
9361689,564042000
9361691,566823000
9443542,564046000
9333955,563742000
9456202,563761000
9503378,563337000
9503380,563274000
9503407,566067000
9503421,566196000
9455131,563638000
9455129,564248000
9631395,566775000
9456214,564652000
9631400,566947000
9631412,563612000
9457062,565094000
9631424,563616000
9394612,564876000
9513490,563046000
9492048,565141000
9573581,566174000
9513531,564752000
9394583,564767000
9552628,565903000
9530266,564214000
9582207,564370000
9531325,564340000
9548017,566128000
9594212,565399000
9527489,564350000
9594200,566325000
9548627,564721000
9535515,565023000
9512953,564471000
9502116,563965000
9549994,565522000
9626211,565869000
9503029,564160000
9503055,566581000
9503067,566711000
9503031,566102000
9543196,576792000
9530278,576817000
9605762,576498000
9660255,566553000
9633886,351658000
9401714,576528000
9551442,564027000
9568304,563024910
9568316,563024890
9501461,566108000
9501473,566272000
9275452,563281000
9189172,564742000
9189184,564743000
9539755,563981000
9750880,565233000
9750892,565235000
9172284,565066000
9381885,533130168
9381897,533130167
9374258,565950000
9423877,533130984
9367334,563875000
9371567,565266000
9354959,538005159
9354947,533130176
9315109,351108000
9432725,565310000
9503043,566390000
9359167,563787000
9325166,538005158
9528926,563242000
9528938,563244000
9495208,538005084
9530412,563039000
9545871,566635000
9540778,525018224
9672973,566835000
9468267,563913000
9752541,565327000
9674608,565652000
9568940,565076000
9320582,376967000
9324241,377246000
9655743,566815000
9625114,566467000
9591911,566020000
9724398,565614000
9724403,565837000
9724427,565292000
9499979,565860000
9535357,564154000
9535369,564465000
9543172,565590000
9568952,565011000
9596882,563078000
9596894,563081000
9663544,566682000
9489156,565776000
9537070,564931000
9562257,564542000
9574822,565315000
9663556,566770000
9687461,566924000
9687473,563260000
9734587,473860000
9740237,566670000
9740249,563609000
9739903,563520000
9739915,564292000
9435624,538003083
9476109,538003087
9558517,565844000
9427677,636092517
9570747,533130148
9570759,533130149
9560223,565543000
9558830,564256000
9427885,564932000
9463126,565822000
9408891,565601000
9430002,563888000
9166132,564092000
9449481,565764000
9643350,566596000
9552161,565783000
9552173,236653000
9552185,236642000
9552202,566290000
9609770,566681000
9552252,565019000
9401702,563236000
9552240,533130184
9606091,566435000
9504827,564540000
9461740,770576343
9537886,563741000
9537874,563639000
9585766,566136000
9697715,565356000
9558828,564247000
9527984,319022500
9544669,341149000
9487196,563020000
9418767,564581000
9494319,209774000
9214355,210642000
9635432,564221000
9667784,566717000
8616362,563024740
9739238,565363000
9739226,564016000
8858946,563428000
8844191,564215000
9690119,563297000
9425291,565578000
9465631,565857000
9397078,525015984
9550450,564925000
9684328,563146000
9715115,566004000
9577719,565154000
9752187,565506000
9246243,563002740
9727675,566133000
9727687,566623000
9678446,563826000
9511870,564201000
9382554,565636000
9511882,564839000
9382542,565635000
9382528,565418000
9343285,563918000
9382592,565766000
9382580,565767000
9511909,566657000
9343297,563920000
9329136,563354000
9679268,563899000
9727340,566096000
9727338,565951000
9456472,563009840
9456513,563009860
9456484,563009850
9289611,563030350
9316725,563006410
9315678,563034180
9386067,563009180
9386081,563009230
9386055,563009030
9386108,563009190
9386110,563009210
9386079,563009240
9625982,566033000
9659971,566808000
9664316,566810000
9664328,566811000
9664330,566812000
9659983,566809000
9529542,563721000
9554999,563983000
9582219,375217000
9339870,563057000
9339882,563813000
9300233,564568000
9363742,565185000
9631931,563019050
9631553,563018160
9571844,563014090
9508586,563010740
9631565,563018770
9776913,566648000
9768849,566114000
9787625,564507000
9760689,565595000
9725811,565350000
9457074,563292000
9634452,563022630
9634476,563022640
9508562,563010720
9720794,566486000
9376983,466044000
9532305,311013100
9645217,533170229
9442287,565669000
9361160,565308000
9662368,566804000
9355850,525005297
9735438,565922000
9735414,565924000
8024351,563017000
8029583,563009000
9640803,566521000
9640815,566536000
9670195,563022820
9637662,563019440
9058244,563001230
9555503,563239000
7351977,563823000
8220618,564762000
9555400,564286000
9530424,563166000
9495961,533001620
9691852,566979000
9430301,565415000
9390757,565729000
9438133,566057000
9333979,563756000
9560558,470115000
9371555,533130177
9583304,563060000
9348974,563730000
9522489,565044000
9486099,564317000
9661534,566084000
9661493,572738210
9430301,565415000
9680451,409000000
8104010,677071200
9503550,419705000
9513945,538004712
9319492,312424000
9530254,563687000
9337547,565022000
9383637,354799000
9390757,565729000
9429596,565656000
9538397,565586000
9324588,563086000
9324576,563083000
9291652,563401000
9503017,565035000
9505247,565560000
9558359,565875000
8304335,370746000
9273703,564243000
9592525,566509000
9650107,564120000
9650092,564124000
9380154,565752000
9380166,565751000
9366316,565148000
9355836,525018395
8518182,533130189
9625994,566034000
9573971,563261000
9466685,565703000
9487720,563740000
9491434,565901000
9586021,564133000
9621546,566347000
9753349,330000000
9424338,565374000
9606699,566363000
9631591,577051000
9502477,563634000
9399430,565392000
9549097,565107000
9549114,563570000
9578696,564449000
9578701,564082000
9543134,563627000
9543146,564546000
9579767,566074000
9707352,565554000
9707340,565552000
9554963,566297000
9297759,565445000
9646170,566370000
9553543,565700000
9468633,566284000
9595113,563028680
9396220,308403000
9314519,563558000
9691864,563815000
9596480,566031000
9499981,563286000
9676979,566944000
9616474,566078000
9572408,564083000
9412139,565379000
9412153,565381000
9669017,563762000
9161924,278056000
9584932,278645000
9395513,278301000
7612632,278046000
7305992,278037000
9501409,601159800
9734862,601984000
9483633,441333000
9558476,441602000
9590242,441764000
9693288,441925000
8806228,441797000
8746430,441779000
9142899,440069000
9332377,440320000
8507781,440310870
9740706,440223000
9648130,440002000
9693276,441217000
9498614,441441000
9673111,440137000
9422017,440041000
9582051,440019000
8738902,440102730
9618434,441768000
9695468,441981000
9159488,440827000
9144964,440200000
9774147,440104800
9562623,440207460
8409965,440052000
9402201,225401000
9495234,377783000
9319193,224143000
9440356,224094000
9361419,224585000
9462328,256298000
9462330,225355000
9513048,225389000
9513050,225406000
9387011,377016000
9043811,224824000
9103271,224826000
9067283,224825000
9261097,224081170
9546667,225407000
9546655,224640870
9560182,225415000
9272498,224097430
9289283,224104460
9211016,224220000
9238014,224032190
8506921,224042680
9057692,224828000
9234264,563005290
9234252,563011370
9790945,225984906
9525443,224943140
9740392,225346000
9740380,224013000
9664079,225442000
9225172,370788000
9289348,224121250
9289295,224117450
9245809,224027840
9313890,224121260
9524114,225437000
9201011,224870000
9158020,224550000
9319363,224215290
9257668,224049240
9245811,224056980
9215153,224916000
9319375,224215320
9289271,224289000
9260665,224056990
9332353,224182440
9306897,224161160
9245823,224049190
9402184,224261230
9204453,376437000
9158006,224533000
9204441,377076000
9333876,225427000
9319313,224161170
9319351,224197140
9231860,224232000
9231872,224231000
9332341,224182450
9289269,224121270
9181429,224474000
9201023,224465000
9456898,224096000
9456903,224248000
9313888,224133320
9043809,224217240
9060974,224337000
9071260,224624000
8718768,224046000
8207680,225439000
8207692,225434000
8207719,372263000
8207707,225440000
9402196,224261240
7233125,224187980
7925259,224305230
8816596,224054940
7917484,224017890
7408500,224074340
9039925,224062340
7703704,224024810
9158018,224494000
9111747,224102970
8017346,224142950
7803310,224150720
8107701,377738000
9257656,224069770
9378577,224263640
7129582,224102980
7510559,224020920
7363530,224042670
9378565,224263630
8987230,224083560
9036167,224174240
9338022,224583000
9338010,224769000
9329265,224595000
9429091,224631000
9429106,224703000
9429120,224634000
9184471,224164000
8311417,224590000
9525742,224483000
9525730,224485000
9525754,224493000
9439682,224569880
9439723,224569790
9704219,417222385
9704221,417222386
9771119,376578000
8411683,417222375
9663805,417222374
9223693,417222293
9423815,219395000
9423827,219392000
9199634,265829000
9706085,375183000
9148764,265737860
9198197,265518260
7349106,265567430
8701014,265548360
9744867,265737220
9744879,265737210
9709752,416483000
9709764,416484000
9459307,370781000
9120188,416433000
9387853,416004327
9174593,416003893
8324206,677071300
7621504,373081000
9518713,674010040
8501385,503015000
9550515,376011000
7368578,677037700
8213378,373696000
8301137,354113000
9282572,564953000
9398840,567065900
9720421,567497000
9720598,572803210
9720586,572789210
9720574,572785210
9720603,572804210
9656761,538005861
9753064,533180173
8904678,567000275
9545833,370898000
9543330,370907000
9333321,371214000
8023826,376781000
8890994,576935000
8127359,616980000
9681039,376866000
9681041,377219000
8213160,338273000
8315970,672267000
9705237,362171000
9705213,362164000
9705201,362163000
9705225,362172000
9537836,672707000
9420540,503755000
9392418,311000022
9429534,271010906
9773894,271044389
6513425,271040309
9515072,271041825
9614816,271043408
9622746,271042957
9722572,271043926
9360087,271002453
9747431,271044011
9633379,271043341
9771107,271044215
9766994,271044134
9771183,271123459
9467500,538005070
9703344,271043837
9633367,271043391
8959752,271005004
9598593,271042963
9463164,271002672
9463176,271002673
9598608,271042994
9598610,271043070
9598581,271042939
8959764,271005005
9335939,271001021
9335941,271001022
9703356,271043836
9513086,271040109
9275414,271000671
9587908,434121900
9369643,566021000
9352896,434124600
9701499,434124000
9701516,434124300
9701504,434124400
9549932,470525000
9452115,434124700
9448085,434122100
8210429,434112800
9696278,563816000
9661522,572703210
9651395,572472210
9651400,572473210
9651424,572475210
9644885,572375210
9747168,572815210
9638549,572337210
9661467,572604210
9735385,572818210
9741451,572819210
9661510,572657210
9560845,572507210
9678214,572698210
9619658,572300210
9747170,572816210
9586203,572705210
7113179,470641000
9443499,273378830
8409161,620056000
9543055,272595000
9304849,272441000
9568536,272106900
8501397,272139700
8606496,272888000
9515060,272597000
9513074,272583000
9574250,272628000
9574248,272627000
9443504,272674000
9670860,272701000
