IMO,MMSI
9670872,272700000
9697741,470326000
9710373,572756210
9783277,470177000
9356971,470892000
9442940,470952000
9577501,470482000
9678513,470516000
9688594,470514000
9694957,470637000
9585405,470852000
9585388,576493000
9550802,564183000
9397470,470243000
9400631,376372000
9400605,376492000
9203318,470271000
9160360,470359000
9176400,470279000
9224403,470229000
9319727,470221000
9358967,470327000
9530436,376624000
9530448,375521000
9530450,375441000
9771195,271044394
9186297,564117000
9182980,564089000
8008137,470847000
9542958,470508000
8317605,470937000
9501928,470862000
9572173,470107000
9425435,470627000
9572135,470936000
8207549,470816000
9218507,470624000
9397822,470897000
9552604,470760000
9397810,470898000
9403578,470980000
9403566,470979000
7367342,470273000
9543160,470245000
9254317,470849000
9508146,470512000
9492749,470535000
8127165,671602000
9013842,470707000
8129151,470676000
9554779,470642000
9577513,470337000
8112823,470379000
9161352,375731000
9204099,470746000
9204104,470731000
9488346,470491000
9535527,470774000
9560572,470234000
9647368,470471000
9645308,470463000
9529308,470301000
9529310,470403000
9108817,470409000
9569360,470411000
9639749,470147000
9592343,470145000
9566277,470602000
9390795,470978000
9566241,470452000
9013854,470708000
9308936,470817000
9529322,470526000
9566265,470414000
9598749,470146000
9540209,470660000
9505704,563645000
9670676,470236000
9530400,470764000
9067336,470674000
9108805,470410000
9588108,470476000
9529334,470701000
9566253,470386000
9386897,470346000
9085302,470679000
9108790,470675000
9043500,470706000
9654115,376268000
8022236,470433000
9459759,311058200
9249491,235537000
9249518,235766000
9249506,235662000
8516952,577250000
9254379,235833000
9370173,235055303
9389473,235054738
9120152,235074754
9585742,236111872
9488425,235076692
9141156,234487000
9552264,235104474
9570709,247280500
9005340,413303150
9350161,235058304
9408035,235053723
9408023,235053701
9657832,235096265
9316414,235026165
9067269,232001770
9067271,232001790
9140865,232002720
9476044,235063155
9559573,235103213
9407299,235040596
7510626,235084806
8884830,235068328
9765184,235113374
9695585,235113128
9533751,235074703
9533749,235074416
9277618,235025323
9359844,235051735
9015826,235076683
9569023,235101329
9429883,235085775
9655896,235092996
9655884,235102971
9655901,271043295
9178020,235070529
9440887,235068112
8989953,257368800
9412373,235063849
9681675,235100957
9695470,244850093
9359832,235051726
9440758,235066014
9701970,235108268
8914685,232003233
9440899,235068109
9352793,235010620
9193020,235011848
9440746,235063728
9412397,235063854
9701968,235108267
9314349,235026268
9440760,235067991
9270062,235066953
9695602,235113125
9440904,235066353
9695511,235103697
8119596,235106308
9054353,235075439
9563184,235085564
9352729,235050116
9335343,235053237
9698915,235104981
9224829,311456000
9666962,235100661
9206944,235000032
9352731,235050117
9569384,235087621
8506050,232992000
9103893,234285000
9522221,235067942
9341196,235021947
9614012,235087619
9373058,235011590
9557604,235070418
9648544,235106697
9766413,235110567
9579016,367141000
9132337,338469000
7528843,367303490
9183958,366193000
8967577,368105000
9548677,367491660
8968208,367506850
9388132,366885000
9253569,367125330
9253571,369579000
9430507,367563590
7626229,367491650
9681766,367589340
9681778,367589350
9254018,369599000
8969305,368549000
9593141,367507390
9196694,366259000
9163348,368076000
9163336,366048000
9226281,338667000
9213026,338471000
9236937,338280000
9407770,368291000
9407809,366766000
9407782,366665000
9464302,338128000
9464297,367362000
9206839,538004705
9597850,366630000
9597862,367313000
9554004,367523340
9554016,338737000
9231365,338398000
9529762,367405840
9226865,338449000
9232735,338721000
9070266,366767140
9070254,366767150
9552290,367369720
9369198,367076360
9552288,367384780
8817887,366979330
9253583,366919770
8971877,366982320
7531838,367349770
7531840,366982330
9430492,367384610
8016378,366982280
8972950,367154120
8127543,366976860
8127555,366976870
8219023,366982310
8127531,366976920
8219011,366979360
8127567,366982340
7626217,366932980
7047708,367309390
7932379,366982270
9209075,367622850
9207948,338360000
8322258,367554190
8424599,367542850
8203074,367579840
9117260,338131000
8207599,367586890
7902051,367586910
8207604,367586920
9117258,338708000
8973899,338495000
8973942,338703000
8973928,338531000
8973916,338343000
9132246,368030000
8968753,367566980
8701973,366549000
9382853,368400000
9205809,368240000
9132325,338424000
9542568,368515000
9632595,367511240
9643518,369385000
9643520,367530350
9214381,866779420
9530058,303143000
9288655,369336000
9231341,338765000
9653238,367539090
7420429,338724000
7303865,366939780
9053141,367006520
7716983,367369550
9373711,367139510
9132313,366757230
9529724,369552000
9529906,366515000
9565596,367416750
8835102,366981710
9378761,367139590
9219501,338631000
9132105,367061610
9123568,366693850
9385738,367361960
9273569,369223000
9315496,338339000
9273571,369255000
9320415,338517000
9792785,367677130
9637820,367574830
7420431,366946760
7237509,366962220
9034834,367160000
9329320,366875000
7303889,366960890
9645607,367556640
7306790,367308150
9263289,366832740
9383273,367165980
9271119,369702000
9415595,367304990
9536662,367370780
9549968,367382920
9369411,338899000
9103300,366943460
9415791,367423730
9529669,368358000
9385740,367362010
9369409,368413000
9629029,367493020
8213029,367441390
7507423,367441410
7626267,367144870
9180762,366947570
7643174,367441440
7434030,366771810
7501118,367144790
7390868,367366610
8923002,366802680
9572288,368424000
7417393,367366590
8983052,367069420
9264427,367508680
8115916,366977710
8016392,366965970
7048180,366792060
7404126,367144860
7508996,367144880
9558115,367396520
9571181,368438000
8964628,367028770
7507368,366805350
8213017,367461370
7416959,367144890
9653240,367549830
9170688,367006650
9653264,367563930
9127227,368185000
8207587,367144830
8923038,366802690
8332162,367497570
7619941,367497580
8102842,367497640
9730359,367611060
7611949,367497650
9753181,367707490
7420467,367497660
8955732,367409260
7702451,367497670
9253612,367515760
9492684,338616000
9769934,367658140
8121800,366939790
7716995,367305420
8899550,366672810
9529695,368456000
9365336,367108030
8523125,367352720
9415753,367164240
9205055,367300590
9382839,367314000
9529982,368644000
9584176,367435750
9447249,367690000
9503160,367337960
7045982,367448280
9153329,367516470
8943935,367388530
9032783,367361020
9139830,366887930
9398474,303668000
9276470,366855710
9653252,367590780
7802653,366982810
9103295,366943250
9423176,368135000
9472335,367334290
9529889,368485000
9542594,367771000
9369394,368247000
9127215,366940000
7420390,368674000
7029706,367448270
9269702,366897920
9645592,367556630
9786499,367682610
9327267,366966650
7501077,366938440
7420405,368669000
9187552,368148000
7902025,367073370
8506995,303606000
9753179,367654810
9311373,366920510
7644271,366938510
9378759,367123040
7914573,367061980
8218938,303350200
9575876,367428330
9583249,338504000
9423102,303266000
9601821,368109000
9219006,366920340
9405394,367115000
9415765,367336190
9778325,338203000
7316460,366980230
9398565,367349860
8899562,366920920
9530034,369274000
9579896,367469290
9415777,368468000
9415806,367435670
9349930,367483830
7908158,366939820
9160853,369818000
8121812,366941020
9764128,338305000
9560534,367453420
7423512,367315470
9269037,366891140
9748564,367657270
9415583,367153070
7716971,366967370
8201258,367304010
9258791,366844270
9261803,369067000
9269740,366941510
9794680,367707480
9529671,368020000
9529657,367527000
9758777,338134000
9178379,366760680
9207625,366774330
9529877,368552000
9275438,369703000
9395707,367481310
9441477,367501540
9436549,338447000
9436537,369235000
9386548,367036000
9529683,338884000
7908146,366939710
9764996,367648550
8968246,366833610
9139828,366887970
8809983,367006560
9592965,367496470
9369382,367336000
9258806,366866930
9398553,367445000
9085821,366921510
9559779,367390130
7390777,366903920
9219915,366756360
9275878,369567000
9203356,368009000
9503847,367336380
9277369,369580000
9423138,368481000
9423140,367331070
9423152,367331110
9423164,367336580
7517856,367306860
7420417,366939810
8649888,367409990
9175016,368133000
9239707,366841550
8635203,366999983
8846151,338618000
9542609,366904000
7729485,366939750
9565584,367415160
9159696,367416890
7417288,367441370
7939078,366980220
8966717,367003310
9271690,369193000
9354296,367706000
9085833,366342000
9214771,770576271
9298014,770576302
9646235,770576283
9646223,770576278
8519590,770576364
9181431,224524000
8411176,770576067
7011644,770576066
9241138,770576190
9753131,770576367
9753143,377415000
9476915,576670000
9368364,576251000
9382475,576079000
9190925,577182000
7505982,577016000
8516964,577196000
9422885,576415000
9303479,576981000
9555840,576248000
9582192,576255000
9555852,576253000
9578476,576447000
9582180,576254000
9578464,576484000
9625190,577038000
9528093,576437000
9551856,576445000
9589047,576559000
9589061,576604000
9530280,576667000
9533397,576628000
9305738,576077000
9545857,577198000
9316270,576968000
9336218,345070337
9412921,576910000
9427366,576232000
9412933,576217000
9376244,576225000
9412220,576392000
9302528,576983000
9421697,576391000
9355795,576090000
9302516,576982000
9412270,576388000
9355800,576100000
9476903,576266000
9476898,576212000
9439656,576487000
9303467,576980000
9259771,576752000
9418353,576402000
9418341,576973000
9605750,576499000
9527972,576009000
9583548,576308000
9715074,577336000
9715048,577345000
9549102,576652000
9427378,576533000
9300635,576970000
9300647,576976000
9389461,576356000
9439668,576223000
9476862,576058000
9259783,576903000
9494307,576002000
9631606,577022000
9170119,576512000
9170121,576513000
9423982,576422000
9556375,345050049
9556351,576488000
8207551,419000159
9321586,576985000
9321598,576986000
9598000,577274000
8127751,341100000
9476886,576367000
9476874,576008000
9214953,577184000
9362085,576085000
9362097,576086000
9586942,576446000
9370264,576284000
9376957,576412000
9316581,576969000
9476850,576242000
8315619,341984000
9539614,576202000
9539638,576215000
9529891,368124000
9539640,576220000
9512238,576516000
9045352,354790000
9429510,775994460
9407744,775994470
9652143,775822000
9652155,775823000
9570151,725000723
9190561,775111111
9693240,357385000
9700744,370925000
9743095,353835000
9618733,775994450
9579432,775994390
9688805,375321000
9688817,375379000
9667825,376779000
9670987,376071000
9670999,375143000
9671008,375338000
9667813,376032000
9688790,375293000
9487201,563021000
9282352,574002590
9494292,319003300
9532862,574000030
8223646,574080070
8223658,574081071
8119120,574079069
8017114,574102092
8416891,574082072
9427873,574001450
9333967,563743000
9302358,563649000
9178563,574205000
9478640,574983000
9291652,563401000
9528251,563182000
9384526,574374000
9510723,574362000
9413107,565273000
9296078,431301694
9587374,574000720
9738648,574002630
9738650,574002720
9488712,566547000
9105774,447376910
9443932,574002740
9343003,574002640
9741889,574002220
9651333,533130948
9651371,533130962
9298090,533188000
9548134,533040700
9352638,533001500
9625334,533065600
9562128,533040500
9562130,533040600
9548146,533040800
9410375,533013000
9485540,533019100
8015831,247257700
7406980,345050005
9178991,205621000
9417414,305407000
9417426,533130392
9435088,533130391
9439890,305519000
9439905,305547000
9439917,305549000
9439929,305591000
9439931,305592000
9439943,305607000
9439955,305608000
9439967,305617000
9524889,419783000
9547233,419000294
9184988,436000002
9184976,436000001
9476018,305358000
9321146,538002248
9148752,244619000
9711121,375615000
8001244,8001244
9483657,377737000
6504503,224042730
6617881,224075770
6520105,224072840
5031925,230283000
6818863,230990260
9537549,205586000
6504228,276816000
8326929,710001290
7616262,563365000
8624668,563503000
8210883,434112300
7725403,215102000
8980347,564417000
9475961,228296800
9425435,470627000
8826058,564416000
9658288,273359480
7911789,341976000
8123705,255750000
6729438,263700001
9136307,220466000
9181443,224718000
7434808,316003659
9072393,316003667
7406693,316003677
7043336,316005498
9072408,316005715
9065510,338575000
8962486,338854000
8962498,338855000
9319325,345010032
9488528,345010033
8220632,345010044
9488504,345010054
9561318,345010064
9390044,345010067
9456812,345020020
7730575,345020047
9503500,345030026
7729100,345030034
9316622,345030046
9332339,345030055
9471422,345030099
9207675,345050012
9273595,345050016
9630262,345050033
9680425,345050060
9186053,345050063
9540792,345050066
9319349,345060003
8215077,345070057
8305078,345070147
9550230,345070244
9380219,345070339
9380221,345070343
9316634,345160006
9640786,345200021
9276822,351175000
9369423,366341000
9601792,366709000
9178381,366760670
9188570,366764730
9214408,366779430
9214393,366779440
7129477,366811310
9256846,366843420
8218926,366902220
8987917,366926740
7638454,366934280
9228942,366971980
8987723,366972620
8661654,366978690
9125750,366978710
9219575,366978720
7932355,366979370
8987931,366980180
8841943,366980250
8973033,366983440
8987929,366983530
8716631,366984440
9204403,366998410
9204398,366998420
9159713,366998840
9032800,367015060
9032795,367056982
7417379,367069240
9137325,367073820
7047306,367128770
7702487,367151210
9145190,367151240
8993617,367151250
9096911,367186610
8662593,367304650
7200128,367349430
9536129,367357890
9194153,367396670
9194165,367396710
9194177,367396790
8666513,367434360
7301518,367438020
9612105,367464170
9415789,367472580
8991712,367474790
9581124,367511340
9650597,367519450
8845365,367533040
8663793,367548420
9694311,367569830
9706853,367577390
9698824,367578770
9694323,367581220
9717321,367606860
9772905,367608420
9730646,367611520
9772917,367642530
9767924,367646810
9747819,367661930
9747821,367678850
9819064,367719020
9794692,367728870
9748576,367732430
9792773,367740790
8890310,367741120
9824899,367765170
9632583,368031000
9758959,369020000
9813216,369155000
8967589,369514000
9681065,375438000
9649330,376172000
9585376,576001000
7046429,-
7046728,-
7108813,-
7110531,-
7111327,-
7111339,-
7111341,-
7127443,701582000
7206782,-
7211414,-
7219052,-
7225908,-
7321142,701006194
7326439,-
7403031,-
7408768,-
7408914,511511000
7508881,-
7832787,-
8014813,-
8017059,701102000
8017097,423077100
8119053,423173100
8119065,423081100
8226662,423138100
8325365,423131100
8409173,503438000
8418526,423076100
8510881,503437000
8806979,503637000
8806981,503636000
9040209,503341100
9053177,311026800
9105267,503000085
9139464,503185500
9240275,423112100
9246073,423113100
9276846,605016462
9305257,701006423
9332365,605016463
9343235,701006100
9356282,503098900
9357834,503096300
9366249,304180000
9366823,304184000
9373292,725003760
9396593,423374100
9399727,503558000
9408748,503160200
9423372,701006184
9509554,503229800
9529554,503399200
9534236,423339100
9565182,304027000
9570242,603712200
9581629,503772000
9587491,605121110
9588055,376365000
9606522,503743000
9358797,408786000
9541485,408347000
7529380,408711000
7510640,408794000
7510638,408795000
7636901,408718000
9662253,408845000
9684926,408560000
7230410,353739000
9481130,408321000
7623899,529237000
9537513,205558000
8409305,205086000
9365130,205474000
9247326,205360090
9247338,205360190
9247340,205252690
9522477,312036000
7401265,312789000
8003979,312913000
8006000,470598000
9457440,710001780
9457361,710010830
9457347,710010820
9449132,710003720
9457359,710010850
9457373,710000869
9449089,710003690
9603673,710005860
9671694,710011940
9592159,710005640
9318424,710076000
9573206,710008780
9341823,710002070
9145463,710000549
9440629,710001810
9440552,710003880
9440617,710001460
9440631,710011770
9573232,710000467
9174036,710012290
9424895,710003280
8615540,710000110
9573218,710009340
9440540,710003470
8716253,710000050
9457335,710010840
9463138,710007410
9628661,710005050
9555993,710005810
9628659,710002240
8501892,710999979
8501866,710999000
8650045,710000411
9686467,755112211
9529786,710001510
9555981,710006410
9556002,710005350
9318436,710000077
9278894,710001400
8732623,710001120
9556014,710008030
8732611,710000960
8732594,710002550
9517850,375218000
9612337,508038000
8662799,207298000
8991176,207289000
7051034,207351000
7032193,207352000
9225550,613002510
9017604,316013860
8519215,316001101
6912437,316001413
7420730,316238000
7420754,316232000
9175303,316274000
9175298,316266000
7408770,319951000
9572795,725000801
9147851,725004200
9620372,775090000
9113290,725000490
9528976,725000763
9317339,725003170
9113288,725000480
9362516,725001137
9476056,725001049
9549803,725000787
7013812,725000172
9734329,377099000
9184483,725005700
9570149,725000722
9258648,725000149
9155664,564760000
8831027,412320870
9209051,725000369
9012197,730043000
9675224,730151031
9675236,730151028
9675248,730151019
9454072,730054000
9454060,730053000
9436800,730044001
9449041,730062000
8979257,730151009
9515058,730072000
9658070,375825000
7800526,730098000
9517757,376091001
9562544,730151022
9635949,376891000
7409384,616792000
8223634,616463000
7403134,616333000
7411404,616400000
8102658,616521000
9142746,209434000
9370678,419578000
9253533,518275000
8418198,227152000
7211177,377295000
9577226,775994400
8715247,238163000
9705184,323110000
9496290,306010000
9274599,306767000
9579418,306080000
9387023,533130085
9204374,212017000
9679476,212298000
9631058,210211000
7418335,219000599
9507386,218286000
9707429,219017733
8814328,375535000
7347689,227004380
7347691,227004390
8022652,345060006
8875322,372011000
8987424,245119000
8938239,725000324
9186065,345070218
6723795,735059008
8306424,622121511
9680499,622128041
8215065,622122303
8113164,622121643
7391721,622121642
8121276,622122206
8209468,622122006
7422336,276791000
9304899,276585000
9320910,228321800
9372705,228325900
9377614,565505000
9395850,660004100
9202754,227006770
8521165,227002960
9192519,227006710
9192545,227006720
9192600,227006680
9192557,227006810
9211432,227011370
8822791,540002840
8988131,540000980
9259422,227609980
9031143,227072990
9681936,227186230
7314709,227005240
9689067,227233030
8120600,227009990
6618457,227010010
9099119,227011310
9688893,355273000
7818339,277147000
9412141,351398000
9199440,239814400
8616257,247221700
6413613,237075800
8129204,237110500
9227132,242064000
5152690,239536000
6418429,237147300
7435589,334559000
9323730,477990500
9323742,477991600
9323754,477991700
9298210,477995158
9277905,477995159
9369796,477109600
9278997,477331000
8127775,419188000
9146510,419007300
8421157,419006900
9193006,419413000
9412268,419065100
9528263,419000765
8308458,419255000
9236808,563121000
8308496,419259000
8220307,419130000
7505528,419605000
9592513,419000596
9226449,210577000
9208332,210139000
9208344,210557000
9219111,419041600
9511571,419079800
9219123,419031900
9170925,419069700
9640920,419000593
9356218,419072300
9356206,419098700
9159634,419000373
7705611,419078700
8974893,419094400
9094339,419070200
9676498,419000812
9433781,419067500
9571129,419000525
9269324,419061700
8311704,419398000
8311728,419399000
9517733,419000282
9219109,419041400
9444766,419073200
9385544,525005252
9620891,525021290
9501411,565038000
9524956,525005281
9640877,525016737
9640451,525016727
9448475,525016736
9524334,525016253
9541710,525016361
9555826,525016510
9620425,525004107
9572381,525007251
9569085,563013710
7401253,525015771
8300781,525016502
8300793,525016525
7047198,525017028
7330325,525019592
9644902,525003166
9398034,525004013
9536533,564011000
7435307,525015348
8218237,525019517
9205110,525021178
8312241,564033000
9070345,525024092
9447835,525015732
9596351,525010142
9510412,525019536
9654361,525018222
9530840,525015387
9697208,525018275
9520417,525010273
8650435,525021170
7368346,422005000
8313908,422912000
9329887,422818000
7806221,422043600
8119259,422022300
8201442,377709000
9075448,422025900
8201428,341148000
9348235,355986000
7222968,250001795
7224162,247099700
7907398,247105400
9035022,247019100
9035034,247018600
9051246,247150700
9225720,247027500
7817141,247130900
9361500,247209600
9013218,247120900
9146522,247353100
9108532,247180900
9048419,247304700
7929097,247090000
6906737,247575000
7824560,247080100
7929073,247131100
8403600,247005400
9070060,247034700
8219516,247034300
9005819,247155000
9644378,431002676
9677301,431003246
9644366,431002219
9660970,431003749
9459486,431000267
9511557,431000742
9561526,431000987
9094470,431101128
9700627,431005054
9310458,431301711
9674426,431004067
9403750,431101149
9472517,431000462
9261944,431100997
9524267,438035700
8022884,438037400
8729107,436000223
8213079,352655000
9675896,264402008
9682538,447196000
9675872,376712000
9675884,447212000
7403196,275458000
8219152,636010891
9474474,419000645
9427665,636014198
8844531,308063000
9427653,636014137
9619024,566561000
9394545,253219000
9553464,228016700
9394703,253441000
9579614,533065500
9488683,533062000
9543225,533048900
9324265,533936000
9288631,533000085
9381304,533956000
9448126,533377000
9358606,533375000
9377626,533051900
9467536,353372000
9354715,533000773
9313383,533000554
9313371,563564000
9072317,533000219
9118599,533000552
9192210,533000553
9072305,533000213
9118587,533000551
9192208,533000555
9545261,533000482
9430557,533000479
9545259,533000481
9474515,533696000
9502283,533000815
9316713,533000569
9444089,533065200
9534248,525005234
9625126,574002080
9534121,533640000
7333913,533000480
9356828,533790000
9655729,533834000
9480813,533000966
8215912,533905000
8213952,533904000
9318723,533772000
9596595,533130907
9409211,533636000
9713131,533180092
9369942,533000137
9449637,533000763
9556894,248193000
9376220,256876000
8922333,256000370
8216851,256000340
9269506,538003339
9324227,538002456
9336232,538002669
9227106,538005078
9468621,566101000
7401019,376295000
9169079,345070162
9378981,345050020
9471410,224443000
9305374,345030052
9276975,352725000
9003328,345000000
8418772,345070193
8418760,345070192
8113578,457813000
9654660,242176100
9079432,242091000
9079444,242092000
9619828,242125100
9654593,242134100
8985969,246343000
9597317,247240900
9190626,245548000
8103078,244690362
8103066,244690361
9481752,245555000
9556612,246642000
9411109,246569000
9605437,246805000
7422324,276584000
9345518,210444000
9647435,512003558
9411898,512000322
9681015,512004509
9679816,512004035
7523192,255801470
7827146,657248000
9558878,565943000
9383209,657120600
9406130,210457000
9406142,210489000
9600499,209061000
9380178,657113300
8201753,312505000
8121886,576950000
7408067,657475000
7230460,657545000
7400780,657296000
7391159,657178000
7368114,657242000
8121874,576187000
8201387,657179000
8207563,657400000
8201777,576996000
8206856,667789000
9327944,210617000
8202628,576999000
9560261,657806000
8127361,657107300
9447641,257845000
9352377,258511000
9166613,259495000
9196503,564826000
9103752,235096211
9196498,564825000
8876900,572223210
9242065,352315000
9234240,461006000
9257400,576701000
9221188,576627000
6904595,667202200
9489883,357385000
8325092,355039000
7704588,355115000
7637084,370976000
9385283,567326000
9660267,355459000
9350305,567000690
9476381,311022800
8214023,273432410
8309933,306864000
8107165,355210000
9164287,563426000
8410225,232004565
9669550,357329000
9669512,372798000
9669562,355435000
9669586,356986000
9669495,351117000
9551595,354002000
9551533,354574999
9551545,351801001
9363584,370472000
9551600,370585001
9551624,371453000
9551478,354756000
9551583,352644000
9363613,356165000
9363601,356497000
9551571,370763000
9551557,371897001
9363572,370483000
9182693,372456000
7349778,408828000
7405912,371520000
8121408,372013000
7366817,352049000
9409974,357223000
9431068,370827000
8123169,352413000
8215704,371032000
8119223,341843000
8107713,351093000
9658214,373647000
8820743,377312000
9205744,345050027
8216435,371887000
8418631,371731000
9658202,373650000
9484259,352788000
7037741,730096000
9147849,725000780
9018933,503419000
9316531,760999909
9673903,725000995
9268368,760001050
9570307,760122000
9335927,730126000
9662277,760000690
9599547,375684000
9599561,377288000
9571478,354921001
8411047,548032500
9565194,304028000
9263461,255622000
9252591,466151000
8405050,341304000
8330140,466025000
7800021,264900261
8130693,273431330
9319997,273314550
9402160,273318460
9410466,273318760
8418617,273413100
9389605,273325800
9389590,273324800
9369241,273315760
9613551,273369290
8418447,273187700
8884969,273453670
8892019,273456070
8882454,273411410
8422175,273141100
9629770,273335660
8885195,273438420
8973837,273444910
8613334,273531629
8995160,273443690
9307724,273318120
8606484,273132000
9384265,436000014
9402407,273348020
9533983,273330410
9541863,273332910
8892021,273455070
9613549,273358680
8724092,273411020
7504768,341055000
7911088,355328000
9043926,377615000
9513529,377403000
9356361,376298000
9356359,657111000
9694103,376913000
9706009,375106000
9429950,657105600
9429948,376415000
9694141,376042000
7041443,375012000
7503477,375101000
9322932,375157000
9600346,377576000
7310791,375194000
9229893,377778000
7625299,377644000
9601053,375407000
8517621,375409000
7623887,377168000
8211564,375122000
8127490,657507000
7827512,657104300
7343853,376271000
7213979,377907279
9450545,376968000
9264374,663076000
8619041,227004440
7368918,667003089
7403122,667971000
7805227,667005051
8117990,667007048
9294434,564792000
9441647,565442000
9187564,564833000
9250036,563201000
9246425,563688000
9236810,563125000
9270610,563065000
9270622,564612000
9257527,563144000
9731078,564474000
9578397,566665000
9314480,563113000
9361641,565561000
9361677,565900000
9503419,566075000
9619074,566791000
9619103,566885000
9619177,566921000
9532874,563749000
9605384,566236000
9627320,566269000
9371490,563010290
9320958,563006980
9412555,565339000
9367346,533130197
9419395,370743000
9309265,563120000
9635729,566186000
9574834,565597000
9545780,636015010
9457256,563372000
9443956,419767000
9164079,564091000
9336646,566394000
9552197,566293000
9552214,566374000
9609768,566655000
9585754,566239000
9510228,246618000
9410129,563008480
8312796,564541000
8317291,563388607
8135203,563007580
9382530,565438000
9289623,533000095
9315666,533000199
9636620,566470000
9572161,563014110
9670200,563022160
9647954,566912000
9058268,563001220
7517648,667003069
7424798,564445000
7400388,563718000
7626255,564424000
7407283,563341000
9627863,572696210
9380180,565754000
9527582,564940000
9572393,564003000
9275713,565488000
9667796,566718000
9257254,566131000
9490272,566875000
9616462,566077000
9491276,565940000
9636498,373686000
9636503,355844000
9586277,601147700
9586289,601152100
9602203,601135800
9602057,601126300
9602071,601135600
9602045,601119500
7613753,503410000
9535474,440313260
9043823,224827000
7504732,224686000
9397444,224478190
9052991,224096750
9397432,224350690
9260342,224057430
7905455,224084960
9204465,461000003
9142760,466501300
7516785,224225150
7321673,224242270
9114892,224333000
9116539,224256690
8411164,224589000
9429118,224860000
9361299,224271630
9361304,224292160
8891819,237515400
9574262,375799000
9629794,377041000
9199646,273356480
9241231,265703540
5354327,265510630
7922776,677031500
9351880,567000620
9281114,567437000
9720419,567498000
9592408,567453000
9452309,567482000
9429912,567431000
9213765,431003092
8402981,567053700
7913763,567000259
8821151,567000880
8514992,567000259
9128788,567061700
9135377,567000349
8955782,567062400
9057898,431101083
7321829,567053800
9217345,271010353
9237759,271010355
8943686,271010118
8943698,271010117
9488695,434124800
9576557,434122200
9651412,572474210
7826087,572664000
8201416,272257000
8201430,272173000
8741648,272025700
8509947,272246000
8418588,272016000
8728531,272256000
8119106,272014000
7230161,376411000
7395648,470542000
9400629,376374000
7529419,470000348
9298856,470945000
7505516,470378000
9188300,470682000
9254305,470815000
8301125,470780000
8317643,470909000
9327217,470914000
9506605,470903000
8303769,470474000
8610289,232101000
9476317,235066588
6409064,235097104
8111556,232003127
9221293,235013522
8133827,235050126
8420945,232003492
9424003,235052547
9533763,235074296
9345685,461000037
8816338,235089841
9433523,271010634
7303138,357145000
9412385,235063852
9206956,235000031
9114957,232002144
9114945,232002143
8963208,367070480
7434028,366949850
8983090,367047370
9231353,338255000
9529736,367405770
9529748,367405820
9529750,367405830
8851209,366773150
7517739,367516000
7827160,369351000
8216370,366623000
8983040,366904210
8830932,366984540
9650406,367552410
8127347,366847000
8875437,366982190
7908134,367160320
9618484,367525230
8201222,366827390
8964616,366768480
8644565,367097920
7029512,367324010
8923399,366802880
7507447,366887510
8134285,367299180
7713498,367306490
9568407,338048719
8964836,366765580
9618874,367509850
9650391,367539920
9668790,367523580
8991047,367010390
8875310,366795510
8635186,366999982
8635198,366999984
9227560,366837130
8648468,367144810
8923026,367045410
9163324,368527000
9137272,770576209
7393999,770576126
8821436,770576264
9532850,576159000
9320946,345010037
9422976,576467000
9354961,577026000
9359820,576041000
9336220,576245000
9443982,576399000
9421702,576503000
9268435,576955000
9376232,345050048
9410818,576166000
7512131,657909000
8213146,576949000
9585390,576495000
8127385,576625000
8123171,576997000
8314689,576998000
7368865,576386000
9512226,576506000
8119613,576203000
8202604,576992000
9622980,371182000
9622978,355823000
9672533,352837000
9517587,775994270
9369538,775806000
8979611,376696000
9670913,376999000
9389629,533637000
9447615,574000540
8423246,574083073
7601671,574119109
9017680,574077067
9274393,563386000
9457244,574000560
9541186,574975000
9237852,574213000
9513933,574919000
9336206,574281000
9246126,574335000
7923926,574153143
7923938,574063053
7407738,574071061
8654273,367514370
9671371,533130986
9538878,533180062
9522453,533020700
9623972,533062100
9547245,419000298
9547269,419000127
9524906,419781000
9527453,564921000
9416563,305943000
6523717,224042690
8203206,434111500
7901980,434112500
8107957,434112700
8216344,434112100
8127048,353377000
8302973,434112200
8224482,312878000
8119077,423079100
8119118, 423080100
8119132,423072100
8409147,503670000
8422228,423121100
8606472,423094100
8208646,-
